komentar,timestamp,platform,sentimen,clean
"tak usah terjebak promo2, itu takkan selamanya, urusan sumber uang...DANA paling bagus. sebenarnya sih saya paling suka BCAmobile, uang tak usah nyebar ke mana-mana cukup di bank saja.",6 tahun yang lalu,youtube,netral,tak usah terjebak promo takkan selamanya urusan sumber uangdana paling bagus sebenarnya sih paling suka bcamobile uang tak usah nyebar manamana cukup bank saja
Saya pilih Dana.,6 tahun yang lalu,youtube,netral,pilih dana
"aq nilai dr sisi bisa transfer antar bank. karena sebenarnya mau topup kalo lagi cashback gak loyal sama satu aplikasi. malah aq nomor satu dana, ovo dan gopay. kenapa dana
dana itu simple gak perlu top up bisa pake kartu debit/kredit, transfer antar bank gratis skrg 5x/bln, gak ada biaya adm klo topup dr bank BCA. satu lagi dana bisa topup via alfamart jd kadang kalo males pegang cash aq topup dialfamart jd kadang nyimpen duit ya di dana. ovo dulu sih loyal skrg sudah agak menurun karena perubahan 2020 ini pesat bgt pertama transfer antar bank kena cash 2.500 itu pasti yg membuat ovo agak menurun kedua cashback skrg di 2020 ini cuma 10rb dr dulu bisa sampe 30,25,12.5 malah skrg 10rb. ovo dulu bisa topup dialfamart skrg gak bisa lagi. gua masih agak loyal karena di ovo gua dapet layanan ovopaylater jd klo lagi bokek gua pake layanan itu apalagi gak ada bunga/biaya layanan jd sering belanja ke hypermart dan gramedia bayar bisa bulan depannya lagi. nah terakhir gopay. gopay cashback nanggung banget kayak kasih anak yatim jajan 3rb, 5rb, dan paling gede 10rb itupun ada minimal transaksi di beberapa merchant kayak di mcd, dan lain lain. jd males aja nyimpen duit di gopay. gopay juga klo mau topup mesti kena 1rb apalgi kalo mau balikin duitnya kebank lagi kena cash 6500 yah males bgt.",6 tahun yang lalu,youtube,positif,aq nilai dr sisi bisa transfer antar bank sebenarnya mau topup kalo lagi cashback gak loyal sama satu aplikasi malah aq nomor satu dana ovo gopay kenapa dana dana simple gak perlu top up bisa pake kartu debitkredit transfer antar bank gratis skrg xbln gak ada biaya adm klo topup dr bank bca satu lagi dana bisa topup via alfamart jd kadang kalo males pegang cash aq topup dialfamart jd kadang nyimpen duit ya dana ovo dulu sih loyal skrg sudah agak menurun perubahan pesat bgt pertama transfer antar bank kena cash pasti yg membuat ovo agak menurun kedua cashback skrg cuma rb dr dulu bisa sampe malah skrg rb ovo dulu bisa topup dialfamart skrg gak bisa lagi gua masih agak loyal ovo gua dapet layanan ovopaylater jd klo lagi bokek gua pake layanan apalagi gak ada bungabiaya layanan jd sering belanja hypermart gramedia bayar bisa bulan depannya lagi nah terakhir gopay gopay cashback nanggung banget kayak kasih anak yatim jajan rb rb paling gede rb itupun ada minimal transaksi beberapa merchant kayak mcd lain lain jd males aja nyimpen duit gopay gopay klo mau topup mesti kena rb apalgi kalo mau balikin duitnya kebank lagi kena cash yah males bgt
Dari ketiga tersebut mana yg cepat dalam proses withdraw,6 tahun yang lalu,youtube,positif,ketiga tersebut mana yg cepat dalam proses withdraw
Yang paling aman dan terpercata apa yah? Soalnya saya mau pakai buat tabungan hidup,6 tahun yang lalu,youtube,positif,paling aman terpercata apa yah soalnya mau pakai buat tabungan hidup
"Kalau saya pakai dana.. Makan di KFC burger King.. Nonton bioskop cinema 21,beli pulsa",6 tahun yang lalu,youtube,netral,kalau pakai dana makan kfc burger king nonton bioskop cinema beli pulsa
Kok dana jarang dapat diskon lagi..tiap spin juga zonk terus...kesel,6 tahun yang lalu (diedit),youtube,netral,kok dana jarang dapat diskon lagitiap spin zonk teruskesel
"Orang pinter pasti pake dana, 
Alesan cari tau sndiri 😂",6 tahun yang lalu,youtube,netral,orang pinter pasti pake dana alesan cari tau sndiri 😂
"Gue gak perlu discoun2an, bagi gue yg penting bila  top up pulsa/paket data, bayar tlp, pln, air, transfer bank, belanja online, dll Tidak dikenakan biaya tambahan. Trus keuntungan dompet digitalnya apa??
Manfaatkanlah saldo nasabah yg mengendap.",6 tahun yang lalu,youtube,positif,gue gak perlu discounan bagi gue yg penting bila top up pulsapaket data bayar tlp pln air transfer bank belanja online dll tidak dikenakan biaya tambahan trus keuntungan dompet digitalnya apa manfaatkanlah saldo nasabah yg mengendap
Dana lah,6 tahun yang lalu,youtube,netral,dana lah
"Apa cuma Gue pake dompet digital buat pengganti setor tunai hasil jualan nasi goreng. 😁😁
Bosen2 tuh kasir alfamart ketemu gue tiap hari topup DANA, habis itu tf dah ke no rekening pribadi😋😋",6 tahun yang lalu,youtube,netral,apa cuma gue pake dompet digital buat pengganti setor tunai hasil jualan nasi goreng 😁😁 bosen tuh kasir alfamart ketemu gue tiap hari topup dana habis tf dah no rekening pribadi😋😋
"Mau naya mas bro 

Kalo 1 momer hp di daftarkan ke tiga aplikasi tersebut apa kah bisa??",6 tahun yang lalu,youtube,netral,mau naya mas bro kalo momer hp daftarkan tiga aplikasi tersebut apa kah bisa
Tau gw dana free admin tpi gue transfer masih menunggu/pending untung aje di refund ama pihak dana klo gk bisa bokek gw wkkww,4 tahun yang lalu,youtube,negatif,tau gw dana free admin tpi gue transfer masih menunggupending untung aje refund ama pihak dana klo gk bisa bokek gw wkkww
Mana bagus dana atau Ovo kak?,2 tahun yang lalu,youtube,positif,mana bagus dana ovo kak
Bank,4 tahun yang lalu,youtube,netral,bank
Atm bank.,1 tahun yang lalu,youtube,netral,atm bank
Mungkin ente pernah daftarin no lain ke 1 hp ente gan...jd mksudnya ad 2 akun dana di hp ente,6 tahun yang lalu,youtube,netral,mungkin ente pernah daftarin no lain hp ente ganjd mksudnya ad akun dana hp ente
Reza Aulia Rahman kenapa nih,6 tahun yang lalu,youtube,netral,reza aulia rahman kenapa nih
Kok disuruh cari tau sendiri? Gw kesini gara2 masih bingung,6 tahun yang lalu,youtube,netral,kok disuruh cari tau sendiri gw kesini gara masih bingung
Dana Ngasih 10x gratis kirim uang ke rekening. Top up nya bisa lewat alfamart ya sederhananya bisa ngebantu buat yang nggak punya atm. Gopay tiap top up admnya dan bentar lagi juga ovo pas top up bakal ada amnya..,6 tahun yang lalu,youtube,positif,dana ngasih x gratis kirim uang rekening top up nya bisa lewat alfamart ya sederhananya bisa ngebantu buat nggak punya atm gopay tiap top up admnya bentar lagi ovo pas top up bakal ada amnya
 @isaaalproject  jgn lupa potong lngsung lewat debit/credit tanpa biaya topup/admin,6 tahun yang lalu,youtube,netral,jgn lupa potong lngsung lewat debitcredit tanpa biaya topupadmin
 @isaaalproject  10x per hari atau gimana?,5 tahun yang lalu,youtube,netral,x per hari gimana
"Beli pulsa rate 1:1 itu yg gw suka, yg lain misal pulsa 10k harganya 11k-12k, sedangkan dana cuma 10k. Dan kelebihan yg lain sudah dijelasin sama yg lain",5 tahun yang lalu,youtube,netral,beli pulsa rate yg gw suka yg lain misal pulsa k harganya kk sedangkan dana cuma k kelebihan yg lain sudah dijelasin sama yg lain
Siapa bilang isi saldo gk byr admin,2 tahun yang lalu,youtube,netral,siapa bilang isi saldo gk byr admin
dana ke norek ada biaya admin ga,6 tahun yang lalu,youtube,netral,dana norek ada biaya admin ga
"Gratis total 20x. tarik 10, transfer 10.",6 tahun yang lalu,youtube,netral,gratis total x tarik transfer
Cerdas 😁,6 tahun yang lalu,youtube,netral,cerdas 😁
Mantap,5 tahun yang lalu,youtube,positif,mantap
"Mngkin dlm hti iya kak, tpi gimna lgi itukn udh tugsny dia, untuk nglyani pngunjung .",7 bulan yang lalu,youtube,netral,mngkin dlm hti iya kak tpi gimna lgi itukn udh tugsny nglyani pngunjung
Bisa,6 tahun yang lalu,youtube,netral,bisa
Dana buat nonton dong 🤣🤣👍👍,6 tahun yang lalu,youtube,netral,dana buat nonton dong 🤣🤣👍👍
"Sepertinya review msh harus di tambah, misal dr ke-3nya ada model investasi nya ga? Selagi msh muda hrs berfikir masa depan",6 tahun yang lalu,youtube,netral,sepertinya review msh harus tambah misal dr kenya ada model investasi nya ga selagi msh muda hrs berfikir masa depan
Pilih yang diskon paling gede lah gitu aja perlu di tanya,6 tahun yang lalu,youtube,netral,pilih diskon paling gede lah gitu aja perlu tanya
Kalau gua lebih suka sama DANA.....,6 tahun yang lalu,youtube,netral,kalau gua lebih suka sama dana
"Saya minta saran dong 😅
Mana lebih bagus
Atau yg bnyk cashback sma promo",6 tahun yang lalu,youtube,positif,minta saran dong 😅 mana lebih bagus yg bnyk cashback sma promo
Ovo gak tau ntar kedepannya,6 tahun yang lalu,youtube,netral,ovo gak tau ntar kedepannya
Kalo gua pilih gopay lah,6 tahun yang lalu,youtube,netral,kalo gua pilih gopay lah
"Gopay ada, ovo ada, dana ada, paypal ada, coinbase ada 😅",6 tahun yang lalu,youtube,netral,gopay ada ovo ada dana ada paypal ada coinbase ada 😅
gw lebih memilih gopay knp karena satu aplikasi untuk semua hebat bukan apalagi yg kurang karya anak bangsa,6 tahun yang lalu,youtube,netral,gw lebih memilih gopay knp satu aplikasi semua hebat bukan apalagi yg kurang karya anak bangsa
Aku sih dana buat beli pulsa atau yang lain lain atau buat bayar juga soalnya  murah,6 tahun yang lalu,youtube,netral,sih dana buat beli pulsa lain lain buat bayar soalnya murah
"Gua mah gopay cuy, ga ribet.",6 tahun yang lalu,youtube,netral,gua mah gopay cuy ga ribet
Kalau Dulu sih Ovo skrng Dana,6 tahun yang lalu,youtube,netral,kalau dulu sih ovo skrng dana
Ane punya tiga2 bg matap ga bg,6 tahun yang lalu,youtube,netral,ane punya tiga bg matap ga bg
Gw pake semua boss...,6 tahun yang lalu,youtube,netral,gw pake semua boss
"Gopay untuk belanja di alfamart dan gofood
Ovo untuk usaha pulsa dan tanpa biaya admin",6 tahun yang lalu,youtube,netral,gopay belanja alfamart gofood ovo usaha pulsa tanpa biaya admin
Dana sekarang sih dulu pakai ovo cuman sekarang mau upgrade ribet jadinya pindah deh pulsa dan paket data di dana juga lebih murah dikit lah jadinya enak,6 tahun yang lalu,youtube,negatif,dana sekarang sih dulu pakai ovo cuman sekarang mau upgrade ribet jadinya pindah deh pulsa paket data dana lebih murah dikit lah jadinya enak
"Slalu gopay, slain karya anak bangsa, juga gk ribet satu apl sama gojek, klau yg lain masih sendiri sendiri",6 tahun yang lalu,youtube,negatif,slalu gopay slain karya anak bangsa gk ribet satu apl sama gojek klau yg lain masih sendiri sendiri
pake LinkAja lah,6 tahun yang lalu,youtube,netral,pake linkaja lah
"Gw ovo, ada yg ga tau ""grabfood5""?palugada? ga ada yg bisa nandingin tu code promo. Hidup hemat tapi mewah.",6 tahun yang lalu,youtube,netral,gw ovo ada yg ga tau grabfoodpalugada ga ada yg bisa nandingin tu code promo hidup hemat tapi mewah
"kebanyakan apk diskon lebih banyak ke gopay,dana,atau ovo bro? 
Contoh: wah, gopay ternyata ada cashback 50% di apk my Telkomsel 😱",5 tahun yang lalu,youtube,netral,kebanyakan apk diskon lebih banyak gopaydanaatau ovo bro contoh wah gopay ternyata ada cashback apk my telkomsel 😱
Punya semuanya itu paling bagus 🤣,6 tahun yang lalu,youtube,positif,punya semuanya paling bagus 🤣
Saldonya gk ada:(,6 tahun yang lalu,youtube,netral,saldonya gk ada
 @khafidal3917  diisi kalo ada promo :V,6 tahun yang lalu,youtube,netral,diisi kalo ada promo v
Mantap 👍,6 tahun yang lalu,youtube,positif,mantap 👍
"Gopay
Satu aplikasi untuk semua",6 tahun yang lalu,youtube,netral,gopay satu aplikasi semua
"Gw cman pke OVO
krna gw sring transaksi di toped dan transfer ke antar bank + sesekali pke grab",6 tahun yang lalu,youtube,netral,gw cman pke ovo krna gw sring transaksi toped transfer antar bank sesekali pke grab
"Pake ovo buat transfer2 (utama)
Dana buat ke merchant yg gda ovo
Gopay buat pesen gofood",6 tahun yang lalu,youtube,netral,pake ovo buat transfer utama dana buat merchant yg gda ovo gopay buat pesen gofood
"DANA bisa binding debit card dan kartu credit langsung. Jadi gausah topup lagi. Klo mau TopUp langsung dari debit card juga bisa, gausah ke ATM",6 tahun yang lalu,youtube,netral,dana bisa binding debit card kartu credit langsung gausah topup lagi klo mau topup langsung debit card bisa gausah atm
Jangan biarkan kekayaan kita mengalir ke luar negeri... Pilih ewallet buatan anak bangsa....,6 tahun yang lalu,youtube,netral,jangan biarkan kekayaan kita mengalir luar negeri pilih ewallet buatan anak bangsa
Dana untuk semua kegunaan,6 tahun yang lalu,youtube,netral,dana semua kegunaan
"Gopay buat belanja di alfamart
Ovo buat transfer transfer
Dana buat beli tiket XX1",6 tahun yang lalu,youtube,netral,gopay buat belanja alfamart ovo buat transfer transfer dana buat beli tiket xx
Gopay buat beli pulsa + jajan soalnya cashback nya lgsung ke saldo lagi gak kyk ovo yg sering promo itu cash back ke point' agak ribet harus ngumpulin point' lagi,6 tahun yang lalu,youtube,negatif,gopay buat beli pulsa jajan soalnya cashback nya lgsung saldo lagi gak kyk ovo yg sering promo cash back point agak ribet harus ngumpulin point lagi
Ovo.. top up n transfer gratis... Go grab. no gojek,6 tahun yang lalu (diedit),youtube,positif,ovo top up n transfer gratis go grab no gojek
Klo gw tergantung mana yg bisa kasih diskon lebih besar karena gw pake semua,6 tahun yang lalu,youtube,netral,klo gw tergantung mana yg bisa kasih diskon lebih besar gw pake semua
"Gw punya tiga2 nya.. Tapi yg sering gw gunakan ovo buat transfer & naik grab.. Kalo gopay buat blanja d alfamart doang.. Kalo gopay gk krja sama alfamart gw gk mau Download,, kalo dana buat belanja di bukalapak..",6 tahun yang lalu (diedit),youtube,netral,gw punya tiga nya tapi yg sering gw gunakan ovo buat transfer naik grab kalo gopay buat blanja d alfamart doang kalo gopay gk krja sama alfamart gw gk mau download kalo dana buat belanja bukalapak
"Aku lebih condong ke gopai meskipun punya tiga tiga nya .. karena gopai simple GK terlalu ribet

😁🙂",6 tahun yang lalu,youtube,negatif,lebih condong gopai meskipun punya tiga tiga nya gopai simple gk terlalu ribet 😁🙂
Suaranya nggema,6 tahun yang lalu,youtube,netral,suaranya nggema
Pakai ovo dan dana.  Klo dana lbh byk promo untuk tagihan dan pulsa. tergantung pemakaian jg sih👌,6 tahun yang lalu,youtube,netral,pakai ovo dana klo dana lbh byk promo tagihan pulsa tergantung pemakaian jg sih👌
Gw Milih Gopay dana,6 tahun yang lalu,youtube,netral,gw milih gopay dana
Gw OVO walau pun punya 3 3nya,6 tahun yang lalu,youtube,netral,gw ovo walau pun punya nya
Gw pake DANA,6 tahun yang lalu,youtube,netral,gw pake dana
"Kalo saya pakai punya 3 aplikasi itu tp lebih condong ke ovo karna dr biaya top yg tidak kena biaya di alfa mau pun di atm melalui semua bank. Transfer lebih mudah dan tarik tunai muda di alfa. Sistem paylater dengan limit yg besar proses mudah. Misalkan ada discon lebih besar di gopay tinggal transper dr ovo ke gopay tidak kena biaya, segitu juga di dana😁",6 tahun yang lalu,youtube,positif,kalo pakai punya aplikasi tp lebih condong ovo karna dr biaya top yg tidak kena biaya alfa mau pun atm melalui semua bank transfer lebih mudah tarik tunai muda alfa sistem paylater limit yg besar proses mudah misalkan ada discon lebih besar gopay tinggal transper dr ovo gopay tidak kena biaya segitu dana😁
Aku pilih LinkAja buat beli tiket kereta wkwk,6 tahun yang lalu,youtube,netral,pilih linkaja buat beli tiket kereta wkwk
DEVID KURNIAWAN cuman ribet sekarang mau upgrade premium musti ke both OVO kalo di dana masih bisa online dan gw pun pindah le dana,6 tahun yang lalu,youtube,negatif,devid kurniawan cuman ribet sekarang mau upgrade premium musti both ovo kalo dana masih bisa online gw pun pindah le dana
 @itsuko3205  lah kata siapa harus ke both ovo..kmaren gw daftarin bini gw langsung dirumah kpe ktp doank,6 tahun yang lalu,youtube,netral,lah kata siapa harus both ovokmaren gw daftarin bini gw langsung dirumah kpe ktp doank
Derayan Bima Alamsyah31 gopay juga bisa,6 tahun yang lalu,youtube,netral,derayan bima alamsyah gopay bisa
 @praybogard9736  gopay cuman BCA doang kan,6 tahun yang lalu,youtube,netral,gopay cuman bca doang kan
 @praybogard9736  tak bisa,6 tahun yang lalu,youtube,netral,tak bisa
" @praybogard9736  katrok cuman bisa BCA, maen mu kurng jauh",6 tahun yang lalu,youtube,netral,katrok cuman bisa bca maen mu kurng jauh
Tapi dana sekarang kek banyak bug nya,5 bulan yang lalu,youtube,netral,tapi dana sekarang kek banyak bug nya
"Gopay, dana?",6 tahun yang lalu,youtube,netral,gopay dana
Hhhh njay,6 tahun yang lalu,youtube,netral,hhhh njay
Link aja buat beli tiket kereta cuy,6 tahun yang lalu,youtube,netral,link aja buat beli tiket kereta cuy
Mita aspita beli pulsa mending pake dana,6 tahun yang lalu,youtube,netral,mita aspita beli pulsa mending pake dana
"Yg maana gan yg pling bnyk promo, cashback, diskon nya",6 tahun yang lalu,youtube,netral,yg maana gan yg pling bnyk promo cashback diskon nya
"Iya, ruangannya dibawah tanah jadinya bergema",6 tahun yang lalu,youtube,netral,iya ruangannya dibawah tanah jadinya bergema
emang bisa ovo tarik tunai,6 tahun yang lalu,youtube,netral,emang bisa ovo tarik tunai
Di dana emg transfer nya ga kena biaya ??,6 tahun yang lalu,youtube,netral,dana emg transfer nya ga kena biaya
 @agus0405  bisa Tf gratis biaya cuman 10x tf lebih dr itu kena biasa 3000an.,6 tahun yang lalu,youtube,netral,bisa tf gratis biaya cuman x tf lebih dr kena biasa an
"Dr ke-3nya, sbnrnya Gopay yg plg unik krn dia tdk py Apps yg terpisah dr induknya (Gojek). Kl OVO khan kerjasama dgn Grab tp Grab Apps sendiri, OVO Apps sendiri dan biasanya sy dulu saat pk Grab tdk pk OVO krn hrs Topup dan ribet, sy selalu byr dgn CC. Skrg sdh tdk pk Grab lg, beralih ke Gojek krn @Apps itu berat memorinya utk HP yg 2Gb. Kl Dana itu Apps br dan mnrk tp tdk semua HP bs support itu Apps. Kl pas ada kendala, hang, dsb gmn? Sy sendiri tdk pk Dana krn terkendala memori HP yg terbatas td. Jd sy pengguna Gopay; 1 Apps utk semua; Utk berkendara, pesan mkn, kirim brg dan pembayaran/ belanja, ndk ribet. Dan 1 lg nech promo he ... Utk pembayaran, Gojek ada metode lain selain Gopay yaitu Paylater dan itu utk paymentnya jg kerjasama dgn Gopay. Sy pengguna setia Gopay 😊🙏",6 tahun yang lalu,youtube,netral,dr kenya sbnrnya gopay yg plg unik krn tdk py apps yg terpisah dr induknya gojek kl ovo khan kerjasama dgn grab tp grab apps sendiri ovo apps sendiri biasanya sy dulu saat pk grab tdk pk ovo krn hrs topup ribet sy selalu byr dgn cc skrg sdh tdk pk grab lg beralih gojek krn berat memorinya utk hp yg gb kl dana apps br mnrk tp tdk semua hp bs support apps kl pas ada kendala hang dsb gmn sy sendiri tdk pk dana krn terkendala memori hp yg terbatas td jd sy pengguna gopay apps utk semua utk berkendara pesan mkn kirim brg pembayaran belanja ndk ribet lg nech promo he utk pembayaran gojek ada metode lain selain gopay yaitu paylater utk paymentnya jg kerjasama dgn gopay sy pengguna setia gopay 😊🙏
